Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
group_31954,,hypothetical protein,1,1,1,983,19313,1,6434,,581,581,581
group_31956,yfdH,Prophage bactoprenol glucosyl transferase ,1,1,1,983,17168,1,29110,,917,917,917
group_31963,,hypothetical protein,1,1,1,983,23759,1,25244,,884,884,884
group_31965,,hypothetical protein,1,1,1,983,16970,1,25789,,122,122,122
group_31966,,hypothetical protein,1,1,1,983,16995,1,25750,,278,278,278
group_31978,,hypothetical protein,1,1,1,983,24249,1,27969,,170,170,170
group_31979,,hypothetical protein,1,1,1,983,22534,1,1886,,2099,2099,2099
group_31980,,hypothetical protein,1,1,1,983,22500,1,1885,,197,197,197
group_31981,,hypothetical protein,1,1,1,983,22525,1,1902,,416,416,416
group_31986,ltxD,Leukotoxin export protein LtxD,1,1,1,983,971,1,4945,,1412,1412,1412
lktA_1,,Leukotoxin,1,1,1,983,1001,1,4919,,2600,2600,2600
apxIC_1,,RTX-I toxin-activating lysine-acyltransferase ApxIC,1,1,1,983,1000,1,4920,,566,566,566
group_31989,ydiV_2,Putative anti-FlhC(2)FlhD(4) factor YdiV,1,1,1,983,991,1,4914,,710,710,710
group_31990,,hypothetical protein,1,1,1,983,990,1,4913,,980,980,980
group_31991,papF,Fimbrial adapter PapF,1,1,1,983,989,1,4912,,536,536,536
group_31992,papE,Fimbrial protein PapE,1,1,1,983,988,1,4911,,527,527,527
group_31993,papK,Fimbrial adapter PapK,1,1,1,983,987,1,4910,,554,554,554
group_31994,,hypothetical protein,1,1,1,983,986,1,4909,,581,581,581
group_31995,papC_2,Outer membrane usher protein PapC,1,1,1,983,984,1,4907,,2459,2459,2459
group_31996,papH,PAP fimbrial minor pilin protein,1,1,1,983,983,1,4906,,587,587,587
group_31997,papA,Pap fimbrial major pilin protein,1,1,1,983,982,1,4905,,527,527,527
group_31998,,hypothetical protein,1,1,1,983,33205,1,11821,,254,254,254
group_31999,,hypothetical protein,1,1,1,983,33328,1,11822,,455,455,455
group_32001,,hypothetical protein,1,1,1,983,946,1,10523,,230,230,230
group_32002,,hypothetical protein,1,1,1,983,947,1,10522,,191,191,191
group_32004,,hypothetical protein,1,1,1,983,1014,1,4932,,125,125,125
group_32005,,hypothetical protein,1,1,1,983,1009,1,4937,,185,185,185
group_32006,,hypothetical protein,1,1,1,983,1007,1,4938,,245,245,245
group_32007,,hypothetical protein,1,1,1,983,26531,1,21824,,266,266,266
group_32008,,hypothetical protein,1,1,1,983,26533,1,21828,,2747,2747,2747
group_32009,,hypothetical protein,1,1,1,983,26534,1,21829,,563,563,563
group_32010,,hypothetical protein,1,1,1,983,23931,1,25223,,551,551,551
group_32011,,hypothetical protein,1,1,1,983,23932,1,25224,,1970,1970,1970
group_32012,,hypothetical protein,1,1,1,983,23933,1,25225,,581,581,581
lktA_3,,Leukotoxin,1,1,1,983,978,1,4929,,656,656,656
apxIC_2,,RTX-I toxin-activating lysine-acyltransferase ApxIC,1,1,1,983,977,1,4928,,494,494,494
group_32016,,hypothetical protein,1,1,1,983,976,1,4927,,4247,4247,4247
group_32017,,hypothetical protein,1,1,1,983,975,1,4926,,506,506,506
group_32018,fimD_3,Outer membrane usher protein FimD,1,1,1,983,974,1,4925,,2405,2405,2405
group_32019,focC_3,Chaperone protein FocC,1,1,1,983,973,1,4924,,614,614,614
group_32020,,hypothetical protein,1,1,1,983,972,1,4923,,659,659,659
group_32021,tsh,Temperature-sensitive hemagglutinin tsh autotransporter,1,1,1,983,8748,1,6201,,347,347,347
group_32022,,hypothetical protein,1,1,1,2058,1,2827,1,Investigate,1085,1085,1085
group_3206,,hypothetical protein,1,1,1,983,1648,1,18982,,182,182,182
group_32065,,hypothetical protein,1,1,1,983,13905,1,5647,,224,224,224
group_3208,,hypothetical protein,1,1,1,983,950,1,18264,,161,161,161
group_32090,,hypothetical protein,1,1,1,983,19194,1,6305,,626,626,626
group_32091,,hypothetical protein,1,1,1,983,19193,1,6306,,188,188,188
group_32093,,hypothetical protein,1,1,1,983,19191,1,6308,,290,290,290
group_32094,,hypothetical protein,1,1,1,983,19190,1,6309,,239,239,239
group_32095,,hypothetical protein,1,1,1,983,19189,1,6310,,422,422,422
group_32096,,hypothetical protein,1,1,1,983,19188,1,6311,,293,293,293
group_32097,,hypothetical protein,1,1,1,983,19187,1,6312,,320,320,320
group_32098,,hypothetical protein,1,1,1,983,19177,1,6314,,590,590,590
group_32102,wecH_1,O-acetyltransferase WecH,1,1,1,983,17171,1,28993,,1028,1028,1028
group_32103,,hypothetical protein,1,1,1,983,17170,1,28994,,1817,1817,1817
group_32106,,hypothetical protein,1,1,1,983,5523,1,21209,,173,173,173
group_32107,,hypothetical protein,1,1,1,983,25364,1,25051,,413,413,413
group_32108,nohA_2,Prophage DNA-packing protein NohA,1,1,1,983,25363,1,25052,,542,542,542
group_32109,,hypothetical protein,1,1,1,983,13095,1,26693,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,206,206,206
group_32114,,hypothetical protein,1,1,1,983,12965,1,423,,566,566,566
group_32115,,hypothetical protein,1,1,1,983,15468,1,385,,374,374,374
group_32116,,hypothetical protein,1,1,1,1101,1,1671,1,Investigate,401,401,401
group_3212,,hypothetical protein,1,1,1,983,28979,1,27125,,527,527,527
group_32120,,hypothetical protein,1,1,1,983,17399,1,7333,,620,620,620
group_32126,,hypothetical protein,1,1,1,983,17478,1,12600,,119,119,119
group_32127,lexA_2,LexA repressor,1,1,1,983,20982,1,768,,713,713,713
group_32128,,hypothetical protein,1,1,1,983,20983,1,769,,437,437,437
group_32129,,hypothetical protein,1,1,1,983,20984,1,770,,371,371,371
group_32131,,hypothetical protein,1,1,1,983,20962,1,791,,743,743,743
group_32135,,hypothetical protein,1,1,1,983,14893,1,29080,,269,269,269
group_32136,,hypothetical protein,1,1,1,983,10890,1,4849,,320,320,320
group_32140,,hypothetical protein,1,1,1,983,27961,1,22557,,1940,1940,1940
group_32141,,hypothetical protein,1,1,1,983,10442,1,15860,,836,836,836
group_32142,glfT1,Galactofuranosyltransferase GlfT1,1,1,1,983,10443,1,15861,,917,917,917
group_32143,,hypothetical protein,1,1,1,983,27542,1,14219,,191,191,191
group_32144,,hypothetical protein,1,1,1,983,27452,1,14209,,194,194,194
group_32146,,hypothetical protein,1,1,1,983,27519,1,14198,,209,209,209
group_32152,,hypothetical protein,1,1,1,983,6583,3,19,,221,221,221
group_32153,yeeW,Protein YeeW,1,1,1,983,10698,1,3865,,203,203,203
group_3216,,hypothetical protein,1,1,1,983,15673,1,27689,,527,527,527
group_32166,,hypothetical protein,1,1,1,983,11156,1,14567,,245,245,245
group_32179,,hypothetical protein,1,1,1,983,11155,1,14673,,245,245,245
group_32182,,hypothetical protein,1,1,1,983,11212,1,14664,,653,653,653
group_32198,,hypothetical protein,1,1,1,983,289,1,19966,,308,308,308
group_322,,hypothetical protein,1,1,1,983,30403,1,14003,,5642,5642,5642
group_3221,,hypothetical protein,1,1,1,983,17228,1,19034,,1271,1271,1271
group_32214,,hypothetical protein,1,1,1,983,26648,1,28010,,278,278,278
group_32215,,hypothetical protein,1,1,1,983,35011,1,20006,,593,593,593
group_32217,,hypothetical protein,1,1,1,983,271,1,19824,,335,335,335
group_3222,,hypothetical protein,1,1,1,983,17229,1,19035,,152,152,152
group_32222,,hypothetical protein,1,1,1,983,3237,1,5901,,335,335,335
group_32224,,hypothetical protein,1,1,1,2208,1,3099,1,Investigate,776,776,776
group_32226,,hypothetical protein,1,1,1,2206,1,3098,1,Investigate,428,428,428
group_32227,phaJ,(R)-specific enoyl-CoA hydratase,1,1,1,983,29960,1,29237,,431,431,431
group_32228,perB,GDP-perosamine N-acetyltransferase,1,1,1,983,29961,1,29238,,668,668,668
group_32229,,hypothetical protein,1,1,1,983,29962,1,29239,,2129,2129,2129
group_32230,,hypothetical protein,1,1,1,983,8894,1,13475,,1862,1862,1862
group_32231,,hypothetical protein,1,1,1,983,8893,1,13476,,683,683,683
group_32232,,hypothetical protein,1,1,1,983,8892,1,13477,,1184,1184,1184
group_32233,,hypothetical protein,1,1,1,983,9534,1,6466,,251,251,251
group_32234,rbsB_2,Ribose import binding protein RbsB,1,1,1,983,4743,3353,1,,233,233,233
group_32235,,hypothetical protein,1,1,1,983,19039,1,29261,,404,404,404
group_32236,,hypothetical protein,1,1,1,2387,3,3413,1,,593,593,593
group_32237,,hypothetical protein,1,1,1,2387,2,3413,2,,452,452,452
group_32238,,hypothetical protein,1,1,1,2387,1,3413,3,,476,476,476
group_32239,,hypothetical protein,1,1,1,2390,1,3415,1,Investigate,860,860,860
group_32240,,hypothetical protein,1,1,1,983,16133,1,5131,,587,587,587
group_32241,,hypothetical protein,1,1,1,983,5490,1,21149,,158,158,158
group_32242,,hypothetical protein,1,1,1,983,19788,2770,1,,314,314,314
group_32244,,hypothetical protein,1,1,1,983,29527,1,7616,,518,518,518
group_32245,,hypothetical protein,1,1,1,983,29549,1,7631,,242,242,242
group_32246,,hypothetical protein,1,1,1,983,29496,1,7576,,188,188,188
group_32247,,hypothetical protein,1,1,1,983,19769,1,7487,,332,332,332
group_32248,,hypothetical protein,1,1,1,983,19781,1,7490,,2042,2042,2042
group_32249,,hypothetical protein,1,1,1,983,19782,1,7489,,272,272,272
group_3225,pgrR_2,HTH-type transcriptional regulator PgrR,1,1,1,983,28374,3260,1,,587,587,587
group_32250,,hypothetical protein,1,1,1,983,19783,1,7488,,677,677,677
group_32251,,hypothetical protein,1,1,1,983,30804,1,24826,,1073,1073,1073
group_32252,,hypothetical protein,1,1,1,983,29191,1,24679,,1814,1814,1814
group_32253,,hypothetical protein,1,1,1,983,24368,1,24818,,293,293,293
group_32254,,hypothetical protein,1,1,1,983,1912,1,17311,,527,527,527
group_32255,,hypothetical protein,1,1,1,983,1910,1,17306,,155,155,155
group_32256,,IS3 family transposase IS3F,1,1,1,983,2173,1,4542,,317,317,317
group_32257,,hypothetical protein,1,1,1,983,2174,1,4543,,569,569,569
group_32258,,IS3 family transposase ISEc48,1,1,1,983,2175,1,4544,,209,209,209
group_32259,,hypothetical protein,1,1,1,983,2176,1,4545,,98,98,98
group_3226,yqiK_2,Inner membrane protein YqiK,1,1,1,983,4509,3256,2,,374,374,374
group_32260,,hypothetical protein,1,1,1,983,2177,1,4546,,1079,1079,1079
group_32261,,hypothetical protein,1,1,1,983,2179,1,4549,,3401,3401,3401
group_32262,,hypothetical protein,1,1,1,983,2180,1,4550,,590,590,590
group_32263,,hypothetical protein,1,1,1,983,2181,1,4551,,1412,1412,1412
group_32264,,Tn3 family transposase ISYps3,1,1,1,983,2168,1,4555,,344,344,344
group_32265,,hypothetical protein,1,1,1,983,2167,1,4556,,242,242,242
group_32266,,hypothetical protein,1,1,1,983,2188,1,4561,,929,929,929
group_32269,,hypothetical protein,1,1,1,983,2195,1,4566,,476,476,476
group_3227,,hypothetical protein,1,1,1,983,3199,1,5805,,221,221,221
group_32270,,ISKra4 family transposase ISEc51,1,1,1,983,1868,1,18075,,290,290,290
group_32271,,hypothetical protein,1,1,1,983,31712,1,6729,,350,350,350
group_32272,,hypothetical protein,1,1,1,983,33386,1,17398,,311,311,311
group_32273,,ISL3 family transposase ISKpn25,1,1,1,983,33388,1,17402,,1268,1268,1268
group_32274,,hypothetical protein,1,1,1,983,33389,1,17401,,3257,3257,3257
group_32275,,hypothetical protein,1,1,1,983,33390,1,17400,,1301,1301,1301
group_32276,,hypothetical protein,1,1,1,983,33391,1,17399,,2027,2027,2027
group_32277,,hypothetical protein,1,1,1,983,22859,1,21837,,308,308,308
group_32278,,hypothetical protein,1,1,1,983,22860,1,21838,,1109,1109,1109
group_32279,,hypothetical protein,1,1,1,983,22861,1,21839,,530,530,530
group_32280,,hypothetical protein,1,1,1,983,22862,1,21840,,116,116,116
group_32281,,hypothetical protein,1,1,1,983,25336,1,23268,,92,92,92
group_32283,,hypothetical protein,1,1,1,983,10496,1,15815,,584,584,584
group_32287,,hypothetical protein,1,1,1,983,27786,1,7291,,1079,1079,1079
group_32288,cfaD,CFA/I fimbrial subunit D,1,1,1,983,32226,1,10538,,788,788,788
group_32289,,hypothetical protein,1,1,1,983,32227,1,10539,,518,518,518
group_32290,,hypothetical protein,1,1,1,983,32228,1,10540,,581,581,581
group_32291,,hypothetical protein,1,1,1,983,32229,1,10541,,419,419,419
group_32292,,hypothetical protein,1,1,1,983,32230,1,10542,,452,452,452
bfpA_1,,Major structural subunit of bundle-forming pilus,1,1,1,983,32231,1,10543,,605,605,605
group_32294,,hypothetical protein,1,1,1,983,32232,1,10544,,413,413,413
group_32295,bfpB,Outer membrane lipoprotein BfpB,1,1,1,983,32233,1,10545,,1613,1613,1613
group_32296,,hypothetical protein,1,1,1,983,32234,1,10546,,1229,1229,1229
group_32297,,hypothetical protein,1,1,1,983,32235,1,10547,,458,458,458
group_32298,tcpT,Toxin coregulated pilus biosynthesis protein T,1,1,1,983,32236,1,10548,,1595,1595,1595
group_32299,tcpE,Toxin coregulated pilus biosynthesis protein E,1,1,1,983,32237,1,10549,,1076,1076,1076
group_32300,,hypothetical protein,1,1,1,983,32238,1,10550,,956,956,956
pppA_1,,Prepilin peptidase PppA,1,1,1,983,32239,1,10551,,734,734,734
group_32302,,hypothetical protein,1,1,1,983,32240,1,10552,,431,431,431
group_32303,,hypothetical protein,1,1,1,983,32241,1,10553,,290,290,290
bfpA_2,,Major structural subunit of bundle-forming pilus,1,1,1,983,32242,1,10554,,620,620,620
group_32305,rcbA,Double-strand break reduction protein,1,1,1,983,32243,1,10555,,203,203,203
group_32306,lolD_3,Lipoprotein-releasing system ATP-binding protein LolD,1,1,1,983,32244,1,10556,,626,626,626
group_32307,,hypothetical protein,1,1,1,983,32245,1,10557,,767,767,767
group_32308,,hypothetical protein,1,1,1,983,32246,1,10558,,1202,1202,1202
group_32309,,hypothetical protein,1,1,1,983,32247,1,10559,,1133,1133,1133
group_3231,,hypothetical protein,1,1,1,983,10828,1,7914,,2597,2597,2597
group_32310,,hypothetical protein,1,1,1,983,32248,1,10560,,131,131,131
group_32311,,IS91 family transposase ISEc37,1,1,1,983,30937,1,10535,,260,260,260
bfpA_3,,Major structural subunit of bundle-forming pilus,1,1,1,983,30941,1,19809,,617,617,617
group_32313,,hypothetical protein,1,1,1,983,30940,1,19808,,1154,1154,1154
cexE,,Protein CexE,1,1,1,983,30939,1,19807,,368,368,368
group_32315,,hypothetical protein,1,1,1,983,30938,1,19806,,677,677,677
group_32316,,hypothetical protein,1,1,1,983,12559,1,23427,,275,275,275
group_32317,,hypothetical protein,1,1,1,983,12560,1,23428,,515,515,515
group_32318,,hypothetical protein,1,1,1,983,12561,1,23429,,1220,1220,1220
group_32319,yejK_2,Nucleoid-associated protein YejK,1,1,1,983,12562,1,23430,,1142,1142,1142
group_32320,,hypothetical protein,1,1,1,983,12564,1,23432,,431,431,431
group_32321,,hypothetical protein,1,1,1,983,13012,1,26039,,392,392,392
group_32322,,hypothetical protein,1,1,1,983,21503,1,24134,,155,155,155
group_32323,,hypothetical protein,1,1,1,983,21502,1,24133,,128,128,128
group_32324,,hypothetical protein,1,1,1,983,13457,1,22359,,470,470,470
group_32325,,hypothetical protein,1,1,1,983,13458,1,22360,,1730,1730,1730
group_32326,,hypothetical protein,1,1,1,983,9183,1,22440,,959,959,959
group_32327,,IS110 family transposase ISKpn42,1,1,1,983,9092,2760,6,,965,965,965
group_32328,,hypothetical protein,1,1,1,983,9091,2760,7,,2003,2003,2003
group_32329,,hypothetical protein,1,1,1,983,9090,2760,8,,425,425,425
group_32330,,hypothetical protein,1,1,1,983,9089,2760,5,,242,242,242
group_32331,,hypothetical protein,1,1,1,983,9088,2760,4,,1217,1217,1217
group_32332,,hypothetical protein,1,1,1,983,9087,2760,3,,362,362,362
group_32333,,hypothetical protein,1,1,1,983,9086,2760,2,,1211,1211,1211
group_32334,epsD,Secretin GspD,1,1,1,983,9085,2760,1,,1223,1223,1223
group_32335,,hypothetical protein,1,1,1,983,16084,1,5194,,779,779,779
group_32338,epsM,Type II secretion system protein M,1,1,1,983,5415,1,2629,,536,536,536
group_32339,galE_2,UDP-glucose 4-epimerase,1,1,1,983,5413,1,2621,,1025,1025,1025
group_32343,,hypothetical protein,1,1,1,983,33294,1,11324,,1088,1088,1088
group_32344,,ISL3 family transposase ISKox3,1,1,1,983,5510,1,21175,,662,662,662
group_32345,umuD_2,Protein UmuD,1,1,1,983,5509,1,21174,,422,422,422
group_32346,umuC_2,Protein UmuC,1,1,1,983,5508,1,21173,,398,398,398
group_32347,,hypothetical protein,1,1,1,983,5507,1,21172,,545,545,545
group_32348,virB,Virulence regulon transcriptional activator VirB,1,1,1,983,5506,1,21171,,974,974,974
group_32349,parE_2,Toxin ParE,1,1,1,983,32534,1,15413,,317,317,317
group_32350,,hypothetical protein,1,1,1,983,32529,1,15410,,380,380,380
group_32351,,hypothetical protein,1,1,1,983,32528,1,15409,,254,254,254
group_32352,,hypothetical protein,1,1,1,983,1877,1,17160,,101,101,101
group_32353,,hypothetical protein,1,1,1,983,8570,1,8554,,287,287,287
group_32358,,hypothetical protein,1,1,1,983,24105,1,24457,,683,683,683
group_32359,,hypothetical protein,1,1,1,983,24106,1,24458,,269,269,269
group_3236,,hypothetical protein,1,1,1,983,10825,1,7918,,2597,2597,2597
group_32360,,hypothetical protein,1,1,1,983,24107,1,24459,,2357,2357,2357
group_32361,,hypothetical protein,1,1,1,983,1879,1,17165,,440,440,440
group_32362,kfoC,Chondroitin synthase,1,1,1,983,1880,1,17166,,2069,2069,2069
group_32363,,hypothetical protein,1,1,1,983,920,1,20247,,251,251,251
group_32364,,hypothetical protein,1,1,1,983,919,1,20244,,593,593,593
group_32365,rhaR_7,HTH-type transcriptional activator RhaR,1,1,1,983,12183,1,18889,,863,863,863
group_32366,,hypothetical protein,1,1,1,983,12181,1,18894,,644,644,644
group_32367,,hypothetical protein,1,1,1,983,25391,1,23730,,1643,1643,1643
group_32368,algC_2,Phosphomannomutase/phosphoglucomutase,1,1,1,983,16099,1,5232,,1388,1388,1388
group_32370,,hypothetical protein,1,1,1,219,1,783,4,,722,722,722
group_32372,,hypothetical protein,1,1,1,2041,1,2766,1,Investigate,962,962,962
group_32373,,hypothetical protein,1,1,1,2036,1,2769,1,Investigate,149,149,149
group_32374,,hypothetical protein,1,1,1,983,33935,1,10296,,116,116,116
group_32375,,hypothetical protein,1,1,1,2035,1,2767,1,Investigate,395,395,395
group_32376,,hypothetical protein,1,1,1,2037,1,2762,1,Investigate,653,653,653
group_32377,yjgN_1,Inner membrane protein YjgN,1,1,1,983,5907,1,20348,,140,140,140
group_32380,,hypothetical protein,1,1,1,983,11181,1,14696,,512,512,512
group_32381,,hypothetical protein,1,1,1,983,11158,1,14712,,578,578,578
group_32383,,hypothetical protein,1,1,1,983,26787,3495,1,,347,347,347
group_32384,,hypothetical protein,1,1,1,983,27632,1,5917,,149,149,149
group_32385,,hypothetical protein,1,1,1,983,15869,1,5413,,143,143,143
group_32394,,hypothetical protein,1,1,1,983,31075,1,16446,,470,470,470
group_32395,,hypothetical protein,1,1,1,983,7619,1,13571,,233,233,233
group_3240,,hypothetical protein,1,1,1,2223,2,3008,1,Investigate,944,944,944
group_32407,,hypothetical protein,1,1,1,983,27800,1,23006,,443,443,443
group_32408,,hypothetical protein,1,1,1,983,27801,1,23007,,1019,1019,1019
group_3241,,hypothetical protein,1,1,1,1529,1,2271,1,Investigate,2156,2156,2156
group_32410,,hypothetical protein,1,1,1,1493,2,2031,1,Investigate,677,677,677
group_32411,,hypothetical protein,1,1,1,1493,1,2031,2,Investigate,248,248,248
group_32412,,hypothetical protein,1,1,1,1484,1,2024,1,Investigate,587,587,587
group_32413,,hypothetical protein,1,1,1,1486,1,2035,1,Investigate,263,263,263
group_32414,,hypothetical protein,1,1,1,983,26728,1,19114,,191,191,191
group_32415,,hypothetical protein,1,1,1,983,26729,1,19113,,500,500,500
group_32416,,hypothetical protein,1,1,1,983,17801,1,12615,,158,158,158
